web-scraper-order,web-scraper-start-url,links,links-href,title,salary,Description,Location,Applicant_Count,Skills,Company_name,Employmenttype,Pages
1739840218-44,https://www.linkedin.com/jobs/search/?currentJobId=4151429967&distance=25.0&geoId=103644278&keywords=Illustrator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,UI Artist | North America | Canada | Europe | Fully RemoteUI Artist | North America | Canada | Europe | Fully Remote,https://www.linkedin.com/jobs/view/3962780983/?eBP=CwEAAAGVFoOqW6OgBTR6c2zceIlVkJDw-uW4OEVGdMiHE2cNDlWHqGpMOkcZz5MuImESr6Aow46pmmS7IgGB9tnzMbpt2tSS5lMLdJA88-oZBHytM2c6c1TwyT2TcrJOAYaCFrWA1KfsaWsCCQDuWHAmeOmHnFmmEKb5RCfSg86qoZYOLoBWsc1vndDNWVDZ17bCCi2G_IBUb0SpIUlkxAaQ3SZri18ms5d_qF9ceadewvWVOQdH-WhRqO4nkoSroSRKz-WWabMHyz5g6MuYoAV9LtrqoL1c2qoA6-_C_m3xWQzpReO2H-kEhzP2Yb3NYTBN9tKeTfoxnEkjoYBUUGvH8PFuDcbVN0igCq7DnqSc1hibvY3T78NcigADhYdUQFomDcjgR9H3cu31yoz8_0Lr-_bzOtPz2-AraBabhDMnfyjNsi6UjcJ2Ypxx6o_I4ChVxAwgtgrB_9K5G5-R9PrLYOaOrBLUxox_w2Zcqk97AVv4nFLEnrjgQE-aFMM6&refId=MO2johso%2BmPLnLN0zUmFqQ%3D%3D&trackingId=919HxY2gqR5vX%2BgP46tYzw%3D%3D&trk=flagship3_search_srp_jobs,UI Artist | North America | Canada | Europe | Fully Remote,$112/hr,"Escape Velocity Entertainment is hiring a UI Artist | North America | Canada | Europe | Fully Remote in Independence, KS. Required skills: Skills: User Interface Design, Game Development. This is a Full-time role. Over 100 applicants. Salary: $112/hr.","Independence, KS",Over 100 applicants,"Skills: User Interface Design, Game Development",Escape Velocity Entertainment,Full-time,
1739840249-46,https://www.linkedin.com/jobs/search/?currentJobId=4151429967&distance=25.0&geoId=103644278&keywords=Illustrator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Concept Artist 
    
    

Concept Artist with verification",https://www.linkedin.com/jobs/view/4140305709/?eBP=CwEAAAGVFoOqW1U-OmO3zaQtAG_h-sc_Tj7Y2JyAqWec9b9Y9U1cJYzR0b-1Z3wPupKmjjft3qD8sUSrieAHgC0-ksRcL2WRNSRJQGX-lUhu6mxTBvFTe_TKP88AOCHij-3s9nWSz15kp1hXxYARJDYR6_na4KO5Fr5xckXRnCQzEZdJAR3KwHzxGHxzMy6nC5OeFPYVbLJ7_ZHcW97zwy_JiYK58eeP8yUAettCDrMlBQF3wKjWBAi2QjioWXQo9GQsfF0PbZK7IpNSK26FVh_ghK19Lhjjs8f1X6eLLCDY5CYuH2V8yUyFfiIPqBb-BEZEhTZAhbwcmx56VbFBZ_07a-X3op_PXD83OpRrld50YlOxSZyI7A5puAPzV6trZb9ixTbDKlB-9URelcNHIeDIoy51yfpZRZeoQDTpRWBbSW_twnL4RO8xjbD9doCaqzGq_NENHIHVwUnbosi1Tn3uubZNSYhulKRqBTb0JBN2XPO3zIYcGHiJJWvcCNdsYsRMK3tVmJRq_f-fog&refId=MO2johso%2BmPLnLN0zUmFqQ%3D%3D&trackingId=3V3FjzRGVcPTGWBz70yxzA%3D%3D&trk=flagship3_search_srp_jobs,Concept Artist,$111/hr,"VGW is hiring a Concept Artist in California, United States. Required skills: Skills: Animation, Illustration. This is a Hybrid role. Over 100 people clicked apply. Salary: $111/hr.","California, United States",Over 100 people clicked apply,"Skills: Animation, Illustration",VGW,Hybrid,
1739840333-52,https://www.linkedin.com/jobs/search/?currentJobId=4151429967&distance=25.0&geoId=103644278&keywords=Illustrator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Volunteer: IllustratorVolunteer: Illustrator,https://www.linkedin.com/jobs/view/4091828894/?eBP=CwEAAAGVFoOqWj_yd3IT3b2BWIltbMIrSseRZruuUcyG_g6Qe67U15EW9hK7h_LnrYFhMQmnW_2rfqNTv7Yq6UHpBfQm8e0yRLL7l6JRZFRpj5q9mo8crvFV1knc4irPwaZJ_FI-0i3VEYqjh8hMR84oA0ugjqeO1HYrt59yhVZ0kHy0zUPRDo0BG-gThaX1iJXqRM1QBWXbnKJI4zqjvqmATpl6Kp6kFZpvRqA4vomLgZfw3VoDvbIakzHRdFCn8Mc_wMRNmY-uSl1Ksp1x48rqcOQWQycOpHOZXHHIkwRNNBrghXDA7hYEkcgPrb9iVaKYCJi0u_oM_Vu6ylHoEAwLZ6FuD3hoEq893RL1ucchuEJDdrT6L7JfkySwGzPjgvRLCRz5oskWBJ5gGn8Tvs2hbp7oKHRiO0ZtPxnA0KbyPjAHWbR47AfsRnO_0GDOyVxh7cmBx1Ei8gRUgTT8FV1CrsXXIBVEKRtvKUP3zBhTZWAm1vmaXXQdxryUP1VUmdlX168Fs5Zu6m4lxw&refId=MO2johso%2BmPLnLN0zUmFqQ%3D%3D&trackingId=mPO8UFYhhNN41TFjgHysHw%3D%3D&trk=flagship3_search_srp_jobs,Volunteer: Illustrator,$43/hr,"CareerVillage.org is hiring a Volunteer: Illustrator in United States. Required skills: Skills: Adobe Illustrator, Painting. This is a Volunteer role. Over 100 people clicked apply. Salary: $43/hr.",United States,Over 100 people clicked apply,"Skills: Adobe Illustrator, Painting",CareerVillage.org,Volunteer,
1739840347-53,https://www.linkedin.com/jobs/search/?currentJobId=4151429967&distance=25.0&geoId=103644278&keywords=Illustrator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Illustrator / DesignerIllustrator / Designer,https://www.linkedin.com/jobs/view/4134404694/?eBP=CwEAAAGVFoOqWjfG-pno4seO0hnjy5kpk-Es9mvho7wumOhrVQr6LkQTE2l3b5DwKVxbEgsnSWsB1y0uPWn4s5m-p01T_t-8WwH2YGxSqWTLc_XYiBhMYaShZFCLzNqE1rXbI4icR-_giqrds5vJ-3dYCif725XcZZ60wZ8OE8TRXMno2NZnOYPTi0cgYHpDH-IueJCwFWeAh6KhXA2sOt4MfCv1rkdDK__DysvQsfrGVD1-SMiUhZiX-viwN9CLuOtCXeyRzA7jvfj3Y8ff2CYJheq-mOboLiggnbVrf_iO7uXE_dUJlVigvA2UwRgdRFFbP_QHZ0eP364VsR9Fl0D5gTodjBQd52-cTTlaLJrmFhpxsDODyh8OoLFxWrurKRWItLtbgb4s7jp4qdvVDVeRKERKAQ2TcZxIOAUgWbUDNFT0qRNz5vwAKRn-4dt3KJFLujydYW9o8Ywu9Gjk4VYjeCCCPDyM2-XnCEtEfFBzkmbTOoxck4cmKvuwzRCL0NavJns&refId=MO2johso%2BmPLnLN0zUmFqQ%3D%3D&trackingId=5oDt5xneWDOG%2FTSrMPd8%2Fg%3D%3D&trk=flagship3_search_srp_jobs,Illustrator / Designer,$65/hr,"Clementine Paper, Inc. is hiring a Illustrator / Designer in Culver City, CA. Required skills: Skills: Adobe Creative Suite, Adobe Illustrator. This is a Full-time role. Over 100 applicants. Salary: $65/hr.","Culver City, CA",Over 100 applicants,"Skills: Adobe Creative Suite, Adobe Illustrator","Clementine Paper, Inc.",Full-time,
1739840376-55,https://www.linkedin.com/jobs/search/?currentJobId=4151429967&distance=25.0&geoId=103644278&keywords=Illustrator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Freelance IllustratorFreelance Illustrator,https://www.linkedin.com/jobs/view/4153006846/?eBP=CwEAAAGVFoOqWg0Wxls5RPBOB9vaEE8uFq5evatIaS69Eat-C68sPY--Kb25Jbx92_jTLHl2tcWBXwt4JszyRBZBgf_Fu2-roFOJWLwAUwa9xhpC7sf887ymkH9IbB-SiyuzHIGqmcchpZ8Y4GjJcRpOIsT5iwGIyjKEfpIgABUvcHIgs7-OXMXDX1Gqf15lKyxUAtWudPmxHZNHUVbhAUIM5v7xTvHFITzZmx_ydPM05RsppRWnS-DU-q1ofNqS8MI_tyaakjVXdRu0R0_v3y6GYcX7XK3Zb_pFbtSmGr26JqDKcuiIMzfoGLasjJzgpq9RAktrxuNFQvv47yzqm-O87nq6kmsce6ZCHVCtWres4A8foegEnC2nW9eS_xtIQ_eFyatzKNLZs8OhEqfWZ0fSTvVU0tJmKGyT-X9dTZ1tpKgUWtD7Qi-n9LqpB-HKPGCULKumA0HNTdIePcEztizzX3b-4_KzQJHIlH29QVTRq1NyYxeioxatwJgV45sjs8sHUxD_fd4EXHs&refId=MO2johso%2BmPLnLN0zUmFqQ%3D%3D&trackingId=bTxs8uJmwauQYQ%2FT46%2FOcQ%3D%3D&trk=flagship3_search_srp_jobs,Freelance Illustrator,$37/hr ,"Jobs via Dice is hiring a Freelance Illustrator in Chicago, IL. Required skills: Skills: Adobe Illustrator, Artwork. This is a On-site role. Over 100 people clicked apply. Salary: $37/hr .","Chicago, IL",Over 100 people clicked apply,"Skills: Adobe Illustrator, Artwork",Jobs via Dice,On-site,
1739840405-57,https://www.linkedin.com/jobs/search/?currentJobId=4151429967&distance=25.0&geoId=103644278&keywords=Illustrator&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,IllustratorIllustrator,https://www.linkedin.com/jobs/view/4151429967/?eBP=CwEAAAGVFoOqWkJ0R3AaA-tEKbdZcBazB7T2hbHsX07oy4eRW370gGoBS80QV_E3u9qAbZg1n4YnHOlmsy-nwmsUVaz6gW53h5ZCi11rxy81ru4wBSXF4XnoYgtcYqov6on2i3QaOSfjP-Tm6vRvcO4XrSBSClfcs4qpwJFiQsC86AT5LqfAMYR6UeMsb-gt_2oW5hqefJKuyxV9wfDFKPZjKfgstTkG0lZDrPJhWgJmUK6Z2EJnTf6avd3ojwPQ5B4UNvII-7RwqWMT6kI_l6xL6FbeGbZvTf1Jq3_UH6xptZmoG-rJA3z8-D7qMSSpT8yp1giKepQTKbja9hEvS7XfetYcOK0joOWUSFxCuKaoeqfBhq6oyJV_0i8P2A0DqXaTExdHz73OEvZCa5i9Y2ClH7yk70O6_ksB_t7eJt7BPbT4H1ZYKVU&refId=MO2johso%2BmPLnLN0zUmFqQ%3D%3D&trackingId=qyzKb852Gseu0cscKj2nCw%3D%3D&trk=flagship3_search_srp_jobs,Illustrator,$45/hr,"ASM Global is hiring a Illustrator in United States. Required skills: Skills: Painting, Graphics. This is a Full-time role. Over 100 applicants. Salary: $45/hr.",United States,Over 100 applicants,"Skills: Painting, Graphics",ASM Global,Full-time,
1739840811-4,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Senior 3D Substation Physical Designer - SDS Projects 
    
    

Senior 3D Substation Physical Designer - SDS Projects with verification",https://www.linkedin.com/jobs/view/4112745932/?eBP=CwEAAAGVFpa3jFultJVmkeBRIi-JhFLfp2nuuc2yiWxNCVlojkI7Q_k01TcJ7fMnZBOiJYNJXV7adp7v6XMiNcKzuDXtt_UAisHHf1zCWRBAGQ_KK8QanTxykCl15OwtvXZxWLm6JTxascFp9AlZugBBF2Y4T7RxHJbRk58KUoiXdT__cSuZUNrt8mWfzKWgN55Mwbcfs4OiQ1FsMcOGw6TTsaQUZIL10bp_xMn6D_Gl-1yh1cS9FkJyQ-MICCao1QzCTKjTBfvxu6YppmTvH1X0EeZVL7Xn6IJkhi4GHNvcWHEJtc2IeeogURmaeMkECytcSWFj_-E4jycTYDm_wJkmx1j_q1tyf9x-LIoNilgHgWy_yD60ldL89_k494HMi3NtP3lXniHfBz4F8kIaTWhHtQ_bqIskjrJERYngBT59eyYxYrwXaMkYxmvehNOW2llkmOkUMlfgwrWLKGZCcAo8gy-nO_pUU2l0KB4HZG07gBO0DauZWRXqDHmESIFLwNJbD6YttQ&refId=qYBSmIY84Ak7REu3qEdwfA%3D%3D&trackingId=LCtkkQocqHkI7bZr5HX55w%3D%3D&trk=flagship3_search_srp_jobs,Senior 3D Substation Physical Designer - SDS Projects,$95/hr ,"Sargent & Lundy is hiring a Senior 3D Substation Physical Designer - SDS Projects in Chattanooga, TN. Required skills: Skills: Physical Design, Substation. This is a Hybrid role. 4 people clicked apply. Salary: $95/hr .","Chattanooga, TN",4 people clicked apply,"Skills: Physical Design, Substation",Sargent & Lundy,Hybrid,
1739840825-5,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Technical Artist, Metaverse AvatarsTechnical Artist, Metaverse Avatars",https://www.linkedin.com/jobs/view/4150250753/?eBP=CwEAAAGVFpa3jM118ujm0tRdg1OUpckXIs96XFXwVGAH4rvZB5B-YdJOLnW_k9VuRPa--qRHPtWBh3hC9DNN_51r7X-JLKur1_sBJbLvyuH0L1HtzlhP0Ps7MKqZxTbNjoOrzPYyH2bbceS2VR3uSpwmRVE92JnOz_rFODZBhdogBjkS4YpEVQCxjSH_o_WjDeedS2MQZSYK-SrQAmepeuSgaYCeMEP8Vn1mcA-4itiUuRUy0nwZb1OeXvnxjH32mXp4PC52gdvAMzYcCDhKiR7PfCgf_OJTbBUQ10RnEc20QuaL1PUQMLAez938DCuXFdo-7W_kq-Nm5LN_ahN3TDfWo_xdB22hMyNfmCyjBdas2Httwp_YKYmTCjPaQ22bC03MZI0u5nQfWBrO0EBL68DstqRYcLgb9v5_XBfZMy-XrVS_URV-J7x9OiJ4yKnvkPk8vDX749jVp7nHEt_Rfyhhuv9bnIkRAV6gNZAxJWG9gm1LQ2rlW9j7P1qwUsTs&refId=qYBSmIY84Ak7REu3qEdwfA%3D%3D&trackingId=aNpKlvvLQwXv04hrf8Brbg%3D%3D&trk=flagship3_search_srp_jobs,"Technical Artist, Metaverse Avatars",$130/hr,"Meta is hiring a Technical Artist, Metaverse Avatars in Burlingame, CA. Required skills: Skills: Game Development, Python (Programming Language). This is a On-site role. 14 people clicked apply. Salary: $130/hr.","Burlingame, CA",14 people clicked apply,"Skills: Game Development, Python (Programming Language)",Meta,On-site,
1739840839-6,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Senior Character FX Artist 
    
    

Senior Character FX Artist with verification",https://www.linkedin.com/jobs/view/4129663903/?eBP=CwEAAAGVFpa3jM3vGppEhzHgRAxSDWmOMI-AeVOrXNMAzwwgPwnaG5ky67n0Mo6XOqewbEXdwEjHAeXbZIqmhygY8mbj58rk_Ei4pkEz7ZNYILIDekR-T0RJ6EZj_BFHTJPAnbat2Qw5SCE20BU3PW1HQs30ufZ98mVs19y1yWIKmAFXr0N8cZ2VSsAJjtyZNy42zYlO6ewr29hv_u5Nb0wmp5AXl2V2wgOdvK-LAz1IwF7WGSqwYrmxZvSPTJo6Dbo3ruyTE1mxOasby_J5WFgsstfK2HtKUDzRSa3QNWKULVtmvF9ySvfbYro1H5_4Hr5IzS3naI1NEain1kqtTdGgJPFJhbLy-3-Ebe46KaNsndZe1X4Ns0FUK2ONwOQvlKOtsb5uNgnKuIoGguJh57aCWI6oQnWrIFAXqCuKwoenxY_Ry44K_-hPXw095jMD7uKicgXXh11owx8um_LZfb8-dW9twY0qJPqadadgVDVnCZ2RDng&refId=qYBSmIY84Ak7REu3qEdwfA%3D%3D&trackingId=nDsmnZTOwh5AQlt1rwbITQ%3D%3D&trk=flagship3_search_srp_jobs,Senior Character FX Artist,$66.82/hr,"Sony Interactive Entertainment is hiring a Senior Character FX Artist in United States. Required skills: Skills: Animation, Computer Simulations. This is a Remote role. 29 people clicked apply. Salary: $66.82/hr.",United States,29 people clicked apply,"Skills: Animation, Computer Simulations",Sony Interactive Entertainment,Remote,
1739840853-7,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Senior Technical Artist 
    
    

Senior Technical Artist with verification",https://www.linkedin.com/jobs/view/3949875684/?eBP=CwEAAAGVFpa3jOvjxEiXXB-HqOwM_4ikdnCsYOpyeP1kwk6InI0Sk2UIjMJdNkXjvSpmGik311XZ7KA-7nR8Pwdyxef6Dh9jQiMJDPXBZL55J4jygqAHqmN3FGZ4L_In5025r7ZlCqQm2jDHXa5YBRsP9z3-CmXIjN0RYNSP8_7-H3lc6b178GnndFHTlAxIfM5tKud7X4nOOmXuQa0tTNZsoHMMYHMwTsBhLTalwIAN3VFJdkmto9p-oLMTtxRwz3vwpaXhLijGOcdFWywwi0e7UcYaOvKSokkSuQtvFKYdYnH2YQHbepc9cdMDYBuv3uFAinuK6vP8z4MriBlJHYDwL-ChoEPrKF3QlqsROxFhZ86dR2AGHjB_CvHx6s_24hv60xmKoQIe_JBIjfLRzKNNWpSxe5R74_XgpegMVvYhBHm0oUJLa40hOH54_bIjxzjalJxhiD0jYmYSkmEh-_pCkZI-JaA5qt44c8dGhih-9tyru73dHeKSIWbaSw&refId=qYBSmIY84Ak7REu3qEdwfA%3D%3D&trackingId=tn%2B34j2Wd46L9KFsrH%2FrCg%3D%3D&trk=flagship3_search_srp_jobs,Senior Technical Artist,$87.6/hr ,"Tencent is hiring a Senior Technical Artist in Irvine, CA. Required skills: Skills: Game Development, Visual Effects. This is a On-site role. 65 people clicked apply. Salary: $87.6/hr .","Irvine, CA",65 people clicked apply,"Skills: Game Development, Visual Effects",Tencent,On-site,
1739840867-8,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Senior Environment Artist - WorldSenior Environment Artist - World,https://www.linkedin.com/jobs/view/4149406407/?eBP=CwEAAAGVFpa3jNPeLuFodaC9zU8joBabjX8NY_nmL4zc_HkAGXo-01iP4pm28LaAzqmgeS_wx3btGWA8wsFcvKPPoMkVPRHRTrJ71VbRt6otVcQz31aIXtzW7kY66_xmaCt3rOxSOu4mGSoXk_xccOfB54w6myLfB8VKRhfuTBkhUyKLEhbo3OqmvTMCMx0B1zcgg6FxWFPebwgI6oo-OWIOCR4LtrqyNm6czXSRgB_r_qkGxHP1tbOVJDrl2xJCVTPvglwYwzxRT6MRu_rd-hB6clEFkkXc4ge1k0vPt1OpnpfnX5pcQDUkwxMYf7YlPuHjW2dWNIkL9oka4w5apRW2ZJ6hr55Kk9EF-i1zVFfano0Xm45-OevnBfGiy7C9Y-2QOp321sPW3rB1tqSM3_w_9FWtPsKJZeM5eMfIqEAC6e3al9CHFUf_L1SNAW_dUIjhy-CbMPS508fwQeb4u_LEPPBChUqQI3wiSKOjmLu9Cksj-c16ZsCoImvs_qJmoP-24eGh0WaR&refId=qYBSmIY84Ak7REu3qEdwfA%3D%3D&trackingId=mmSbtr706QArJ%2FU%2Fojlf3g%3D%3D&trk=flagship3_search_srp_jobs,Senior Environment Artist - World,$80.8/hr ,"Elsewhere Entertainment is hiring a Senior Environment Artist - World in Santa Monica, CA. Required skills: Skills: Game Development, Color Theory. This is a On-site role. 42 people clicked apply. Salary: $80.8/hr .","Santa Monica, CA",42 people clicked apply,"Skills: Game Development, Color Theory",Elsewhere Entertainment,On-site,
1739840881-9,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Senior Technical Artist 
    
    

Senior Technical Artist with verification",https://www.linkedin.com/jobs/view/4070081175/?eBP=CwEAAAGVFpa3jIEHvQvXqbYOullGF-EL9E9sL2aQNDKpdHv-guDNJ8Z7EyX9cY_Sc5-1xnLHX__0rWqqk_mhE_XhkI-CytIYfUKyQiGfrtIfqQM1BmFGhgBgx0uiq6-x9OfjCtYozjkSKjwqG_VboBM3vBKxGxKjrJvYimQIQYv0HEKCyKOgiJpYX1lzJy5_2CswJA-4l2WhKD1CPkCspNdrOUeKxblHK_VBCc-yuVPKUwvaPxNRvC7vm2VytItbRt_radOxRwNTWW_V2ZVKAPXTxINjjkkPZSCotogI205z6sA6bQ00DzKR09PFQ9kh9OY_YEjcK2bfYy26ZzmfT4t1HmY36FzDTarWGZL7pRjN795QeQbFaUSmz2PovFQq7maEWypoJeIsV18wbYEUJtlcrrRyHPWi6oY2wpeqsC3RD9jLw_ndg1VtlUvzRc1iEOkYPA2D2FtTMWqEXSTWaiDN3IKn2bR51-FhmI03HNt6qve1MYzslzU4OAw&refId=qYBSmIY84Ak7REu3qEdwfA%3D%3D&trackingId=MoN8nI8v%2FBFISvK9fRywJQ%3D%3D&trk=flagship3_search_srp_jobs,Senior Technical Artist,$62.6/hr ,"Tencent is hiring a Senior Technical Artist in Los Angeles, CA. Required skills: Skills: Unreal Engine, Programming. This is a On-site role. 40 people clicked apply. Salary: $62.6/hr .","Los Angeles, CA",40 people clicked apply,"Skills: Unreal Engine, Programming",Tencent,On-site,
1739840896-10,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Civil 3D Designer 
    
    

Civil 3D Designer with verification",https://www.linkedin.com/jobs/view/4143089900/?eBP=CwEAAAGVFpa3iy4IiG0LTEypIeraAWuB0UFMijyQA5hn4bXCoOYRy1h4qIWOV7Va-vSAwIuF5GPXoPB1dpxkImhpsr04tkvPle7FLUmxJO5ychFim_9GBPsQC4ya_BFNBe7axuK19KHd011nLm7oxn6ywVqh-xH50MUV_p0GP96fhBRwGFxqf9x8WjBat30gxAR5zDyWYCJnBRH2SnN-ArmesrpS7S_lVNyjKXKYq2BCmHKpXeLabFYo4KMySssexHcAv2esNmgZTGNkHd4PXWWm66vEdGwvwVldYNIk51cFZNEuUXJAThZvz9jdO4QtmAXz4C7ZO0qwHOnEb27eUs_R1L7I4-HhGB33jLFMT88DznmsAg-ozAtDg-fZ9sAQCa5tJ9J86gasUYvjp2JrXjvxn9S1TbOsxcjL9VsVe3ObIpFI48vtj8l3CQPQsZMOBf84OfKnl2BmNXTmmWIy5_FKqFmHe93G0iiD9Qg69yamskE1mG9gL5WzJIu0zw&refId=qYBSmIY84Ak7REu3qEdwfA%3D%3D&trackingId=EYShDNcvBTTXGf5%2F4a8iyA%3D%3D&trk=flagship3_search_srp_jobs,Civil 3D Designer,$60/hr,"Farnsworth Group, Inc. is hiring a Civil 3D Designer in Indianapolis, IN. Required skills: Skills: 3D Design, Piping. This is a On-site role. 1 person clicked apply. Salary: $60/hr.","Indianapolis, IN",1 person clicked apply,"Skills: 3D Design, Piping","Farnsworth Group, Inc.",On-site,
1739840910-11,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,"Senior Environment Artist 
    
    

Senior Environment Artist with verification",https://www.linkedin.com/jobs/view/4119264382/?eBP=CwEAAAGVFpa3i4GbBr0XNppHSERbOTKqCOLs0pOyI_99ozGQwsiLg0TGPlpfxGXaeGb-mQugzirFk-CrAfzgjebCoE40e9Cam5WWdWfFlKPQEE6o5CbnQLpzvYHRjli_zDBaugfM9fEN2wzEOi0ezFofu5mZQsRETXvri2SSXwrnTztvAODDVqoBCXPoXK_oSdvc30rF4nxdgmifQsWOFrMV_3JBFsHSYPsjO-UcKW907PK7gvuNv8d0fno_GCweMOknwac9WWSUQ2ibOEHz8dewrt01ip33D8UCrbRBThMf03muTAPy0TKlEBr-vgyz0BkO-aiAWvx5oXhpH6wU8ZGuS40J3CxjIz1iiY6_LKzl7FPxLUXGDT17XRgT-Q3n9S4WbK-g_pj2_sKmtEDxMCoWWgxMLRoF-1CXTqEaHbJyYem07FhgOAQDZjMP8aDgCnvGKKDcJqO15YD1OjTIBs5s8_SUXhE&refId=qYBSmIY84Ak7REu3qEdwfA%3D%3D&trackingId=Q2arP6jcuL58OcriDB6XJg%3D%3D&trk=flagship3_search_srp_jobs,Senior Environment Artist,$85/hr,"Epic Games is hiring a Senior Environment Artist in Cary, NC. Required skills: Skills: Texture Mapping, Unreal Engine. This is a Full-time role. Over 100 people clicked apply. Salary: $85/hr.","Cary, NC",Over 100 people clicked apply,"Skills: Texture Mapping, Unreal Engine",Epic Games,Full-time,
1739840939-13,https://www.linkedin.com/jobs/search/?currentJobId=4129268455&distance=25.0&geoId=103644278&keywords=3D%20Artist&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true,Technical Artist IITechnical Artist II,https://www.linkedin.com/jobs/view/3844886805/?eBP=CwEAAAGVFpa3i49oHKwdV5dnpxa80POM6FbV8YNzFYnIJqC3hcOmCqzIa82Qs1cz2PqblEqWAC6-YiKbsYMBf0R5ti-uZjOtAk6cQOvMqcF_10lDfYS94FIfFDFhBrf6enXWr-LGqUkyPB5r4nCmtML0c_r9WOuWQIOCTVf_V72LAG-1p9JoaOmICN8CZd-veJbYrPRK6Q8J1q6tB1al-CdMRu1d90YZLTGUII8crPdR-wY4GseKhd-jWj-RRN0tue2oknY4CYTBReKGLLrScjI2oKNNCKOPb1kG1k5O3KGbFEx7Mpi6S420UsRkaMpW5OCzdFteJHdnOTpq-sM0MOJTkpQymktmLCWLTY-YvMkwu5yuCDpMdh3Nsrb4JrsorUBsH8edsPuWGuIsiqbdm74ulhiBM-0WCUCk8jBnXfgrzxbipC5jmxyeB7ztjx2lSZGVScv42sOlODL_xvmO_A2B2Eu20S6EV7wDPAmEdu0lKUe7bFJUb089ifstBIEL&refId=qYBSmIY84Ak7REu3qEdwfA%3D%3D&trackingId=Lca4QAJZ1okGkATSbZje4A%3D%3D&trk=flagship3_search_srp_jobs,Technical Artist II,$60/hr ,"Magnopus is hiring a Technical Artist II in Los Angeles, CA. Required skills: Skills: Art, Technical Documentation. This is a Hybrid role. Over 100 people clicked apply. Salary: $60/hr .","Los Angeles, CA",Over 100 people clicked apply,"Skills: Art, Technical Documentation",Magnopus,Hybrid,
